aro_id	name	definition	definition_refs	parent_ids	drug_class_id	drug_class_label	synonyms	xrefs	classification
ARO:3000642	cefadroxil	Cefadroxil, or p-hydroxycephalexin, is an cephalosporin antibiotic similar to cefalexin.	PMID:3542485	ARO:3009105	ARO:0000032	cephalosporin	CFR|p-hydroxycephalexin	CAS:50370-12-2|CHEBI:3479|ChEMBL:CHEMBL1644|PubChem:47965	classified_as_antibiotic
ARO:3000643	cefotiam	Cefotiam is a cephalosporin antibiotic with similar activity to cefuroxime but more active against enterobacteria. It is consumed orally as the prodrug cefotiam hexetil.	PMID:18611654	ARO:3009106	ARO:0000032	cephalosporin	cefotiamum	CAS:61622-34-2|CHEBI:355510|ChEMBL:CHEMBL1296|PubChem:43708	classified_as_antibiotic
ARO:3000644	cefaclor	Cefaclor is a semisynthetic cephalosporin derived from cephalexin. It has broad-spectrum antibiotic activity.	PMID:10435677	ARO:3009106	ARO:0000032	cephalosporin	CEC|ceclor|cephaclor	CAS:53994-73-3|CHEBI:3478|ChEMBL:CHEMBL1201018|PubChem:51039	classified_as_antibiotic
ARO:3000645	cefotaxime	Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.	PMID:2083516	ARO:3009107	ARO:0000032	cephalosporin	CTX|cefotaxime acid	CAS:63527-52-6|CHEBI:204928|ChEMBL:CHEMBL1730|PubChem:5742673	classified_as_antibiotic
ARO:3000646	cefixime	Cefixime is a cephalosporin resistant to most beta-lactamases. It is active against many enterobacteria, but activity against staphylococci is poor.	PMID:2684593	ARO:3009107	ARO:0000032	cephalosporin	CFM|necopen	CAS:79350-37-1|CHEBI:472657|ChEMBL:CHEMBL1541|PubChem:5362065	classified_as_antibiotic
ARO:3000647	cefpodoxime	Cefpodoxime is a semisynthetic cephalosporin that acts similarly to cefotaxime with broad-spectrum activity. It is stable to many plasmid-mediated beta-lactamses. Cefpodoxime is consumed as the prodrug cefpodoxime proxetil.	PMID:18611588|PMID:1280571	ARO:3009107	ARO:0000032	cephalosporin	CPD	CAS:80210-62-4|CHEBI:3504|ChEMBL:CHEMBL1672|PubChem:6335986	classified_as_antibiotic
ARO:3000648	ceftibuten	Ceftibuten is a semisynthetic cephalosporin active against Gram-negative bacilli. It is resistant against many plasmid-mediated beta-lactamases.	PMID:7520858|PMID:9296244	ARO:3009107	ARO:0000032	cephalosporin	CTB|Cedax	CAS:97519-39-6|CHEBI:3510|ChEMBL:CHEMBL1605|PubChem:5282242	classified_as_antibiotic
ARO:3000649	cefditoren	Cefditoren is a semisynthetic cephalosporin active against staphylococci, streptococci, and and most enterobacteria. It is resistant to staphylococcal and most enterobacterial beta-lactamases, and is usually taken as the prodrug cefditoren pivoxil.	PMID:7813385	ARO:3009107	ARO:0000032	cephalosporin	CDN	CAS:104145-95-1|CHEBI:59343|ChEMBL:CHEMBL1743|PubChem:9571074	classified_as_antibiotic
ARO:3000650	cefdinir	Cefdinir is similar to cefixime with a modified side-chain at its 7-amino position. It also shares similar activity with cefixime but is more active against staphylococci. It has also be shown to enhance phagocytosis.	PMID:8026155	ARO:3009107	ARO:0000032	cephalosporin	CDR	CAS:192314-93-5|CHEBI:131724|ChEMBL:CHEMBL134561|PubChem:6915944	classified_as_antibiotic
ARO:3000651	ceftaroline	Ceftaroline is a novel cephalosporin active against methicillin resistant Staphylococcus aureus. Like other cephalosporins it binds penicillin-binding proteins to inhibit cell wall synthesis. It strongly binds with PBP2a, associated with methicillin resistance. It is taken orally as the prodrug ceftaroline fosamil.	PMID:18827379|PMID:27721280|PMID:21467022	ARO:3009109	ARO:0000032	cephalosporin	CPT|T91825|ceftaroline fosamil	CAS:189345-04-8|CHEBI:70729|ChEMBL:CHEMBL4594371|PubChem:9852982	classified_as_antibiotic
ARO:3000652	isepamicin	A semi-synthetic derivative of gentamicin B (hydroxyamino propionyl genamicin B). It is modified to combat microbial inactivation and has a slightly larger spectrum of activity compared to other aminoglycosides, including Ser marcescens, Enterobacteria, and K pneumoniae.	PMID:8622111	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	isepamicine|isepamicinum	ChEMBL:CHEMBL272080|PubChem:3037209	classified_as_antibiotic
ARO:3000653	G418	A gentamicin class aminoglycoside antibiotic often used in mammalian cell culture work as a selectable marker for the neo cassette (APH3').	PMID:4007271|PMID:6378088	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	geneticin	PubChem:123865	classified_as_antibiotic
ARO:3000654	arbekacin	A synthetic derivative (1-N-(4-amino-2-hydroxybutyryl) of dibekacin used in Japan. It is active against methicillin-resistant Staph. aureus and shows synergy with ampicillin when treating gentamicin and vancomycin resistant enterocci.	PMID:7559197|PMID:10858356	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	habekacin|haberacin	CAS:51025-85-5|CHEBI:37922|ChEMBL:CHEMBL426926|PubChem:68682	classified_as_antibiotic
ARO:3000655	gentamicin B	Gentamicin B is a semisynthetic aminoglycoside antibacterial.	PMID:9872733	ARO:3007382	ARO:0000016	aminoglycoside antibiotic	betamicin	PubChem:11754987	classified_as_antibiotic
ARO:3000657	paromomycin	An aminoglycoside antibiotic used for the treatment of parasitic infections. It is similar to neomycin sharing a similar spectrum of activity, but its hydroxyl group at the 6'-position instead of an amino group makes it resistant to AAC(6') modifying enzymes.	PMID:8182014|PMID:11083628	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	Gabbomycin|Humagel|Humatin|aminosidin|aminosidine|catenulin|crestomycin|estomycin|hydroxymycin|monomycin A|neomycin E|paucimycin	CAS:7542-37-2|CHEBI:7934|ChEMBL:CHEMBL370143|PubChem:165580	classified_as_antibiotic
ARO:3000658	lividomycin	Lividomycins are aminoglycosidic antibiotics produced by Streptomyces lividus. They contain 2-amino-2,3-dideoxy-D-glucose.	PMID:4586150|PMID:5091208	ARO:0000016	ARO:0000016	aminoglycoside antibiotic		CHEBI:71960|ChEMBL:CHEMBL389029|PubChem:72394	classified_as_antibiotic
ARO:3000659	gatifloxacin	Gatifloxacin is an 8-methoxy, 7-piperazinyl, 6-fluoroquinolone that can be taken orally or by intravenous administration. It is active against most Gram-positive and Gram-negative bacteria, but inactive against non-fermenting Gram-negative rods including Pseudomonas aeruginosa.	PMID:8522459	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	AM-1155|Tequin	CAS:112811-59-3|CHEBI:5280|ChEMBL:CHEMBL31|PubChem:5379	classified_as_antibiotic
ARO:3000660	lomefloxacin	Lomefloxacin is a difluoropiperazinyl quinolone, sharing similar activities with other fluoroquinolones. It is used to treat urinary tract infections. Relative to other fluoroquinolones, it has a longer half life and has higher serum concentrations.	PMID:8394795	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:98079-51-7|CHEBI:116278|ChEMBL:CHEMBL561|PubChem:3948	classified_as_antibiotic
ARO:3000661	nalidixic acid	Nalidixic acid is a quinolone derivative of naphthyridine active against many enterobacteria, but ineffective against Ps aeruginosa, Gram-positive bacteria, and anaerobes. Acquired resistance is common in nalidixic acid treatments.	PMID:18159374	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	nalidixin	CAS:389-08-2|CHEBI:100147|ChEMBL:CHEMBL5|PubChem:4421	classified_as_antibiotic
ARO:3000662	norfloxacin	Norfloxacin is a 6-fluoro, 7-piperazinyl quinolone with a wide range of activity against Gram-negative bacteria. It is inactive against most anaerobes.	PMID:3908074	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:70458-96-7|CHEBI:100246|ChEMBL:CHEMBL9|PubChem:4539	classified_as_antibiotic
ARO:3000663	ofloxacin	Ofloxacin is a 6-fluoro, 7-piperazinyl quinolone with a methyl-substituted oxazine ring. It has a broad spectrum of activity including many enterobacteria and mycoplasma but most anaerobes are resistant.	PMID:18159374|PMID:3028966|PMID:1611900	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	Tarivid|floxin	CAS:82419-36-1|CHEBI:7731|ChEMBL:CHEMBL4|PubChem:4583	classified_as_antibiotic
ARO:3000664	trovafloxacin	Trovafloxacin is a trifluoroquinalone with a broad spectrum of activity that acts by inhibiting the uncoiling of supercoiled DNA. While potent against many Gram-positive and Gram-negative bacteria, it is less active against pseudomonads and Cl. difficile. It is usually taken as the prodrug trovafloxacin mesylate or alatrofloxacin mesylate for oral or intravenous administration, respectively.	PMID:8043036	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	Trovan|alatrofloxacin	CAS:147059-72-1|CHEBI:9763|ChEMBL:CHEMBL428|PubChem:62959	classified_as_antibiotic
ARO:3000665	grepafloxacin	Grepafloxacin is a broad-spectrum antibacterial quinoline. It is no longer taken due to its high toxicity.	PMID:18159374|PMID:15992094	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	Raxar	CAS:119914-60-2|CHEBI:5543|ChEMBL:CHEMBL583|PubChem:72474	classified_as_antibiotic
ARO:3000666	sparfloxacin	Sparfloxacin is a dimethylpiperazinyl difluoroquinolone that acts by inhibiting DNA gyrase. It is active against aerobic Gram-positive and Gram-negative bacteria, as well as some mycobacteria. It has moderate activity against some anaerobes.	PMID:1317145	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic	Zagam	CAS:110871-86-8|CHEBI:9212|ChEMBL:CHEMBL850|PubChem:60464	classified_as_antibiotic
ARO:3000667	demeclocycline	Demeclocycline is a tetracycline analog with 7-chloro and 6-methyl groups. Due to its fast absorption and slow excretion, it maintains higher effective blood levels compared to other tetracyclines.	PMID:194065	ARO:3000050	ARO:3000050	tetracycline antibiotic	DMCTC|declomycin	CAS:127-33-3|CHEBI:4392|ChEMBL:CHEMBL1591|PubChem:54680690	classified_as_antibiotic
ARO:3000668	oxytetracycline	Oxytetracycline is a derivative of tetracycline with a 5-hydroxyl group. Its activity is similar to other tetracyclines.	PMID:11381101	ARO:3000050	ARO:3000050	tetracycline antibiotic		CAS:79-57-2|CHEBI:27701|ChEMBL:CHEMBL1517|PubChem:54675779	classified_as_antibiotic
ARO:3000669	virginiamycin M1	Virginiamycin M1 is a streptogramin A antibiotic.	PMID:15700955	ARO:0000034	ARO:0000026	streptogramin antibiotic	Pristinamycin IIA|Pristinamycin IIB|Virginiamycin IIB	ChEMBL:CHEMBL1236670|PubChem:46936184	classified_as_antibiotic
ARO:3000671	tiamulin	Tiamulin is a pleuromutilin derivative currently used in veterinary medicine. It binds to the 23 rRNA of the 50S ribosomal subunit to inhibit protein translation.	PMID:20112168|PMID:15554968|PMID:19362093|PMID:11555289	ARO:3000670	ARO:3000670	pleuromutilin antibiotic		CAS:55297-95-5|CHEBI:44137|ChEMBL:CHEMBL1234521|PubChem:656958	classified_as_antibiotic
ARO:3000672	madumycin II	Madumycin II is a streptogramin A antibiotic.	PMID:15700955	ARO:0000034	ARO:0000026	streptogramin antibiotic	A2315A|madumicin II	PubChem:6441077	classified_as_antibiotic
ARO:3000673	griseoviridin	Griseoviridin is a streptogramin A antibiotic.	PMID:15700955	ARO:0000034	ARO:0000026	streptogramin antibiotic		CHEBI:199588|PubChem:6441064	classified_as_antibiotic
ARO:3000674	dalfopristin	Dalfopristin is a water-soluble semi-synthetic derivative of pristinamycin IIA. It is produced by Streptomyces pristinaespiralis and is used in combination with quinupristin in a 7:3 ratio. Both work together to inhibit protein synthesis, and is active against Gram-positive bacteria.	PMID:15700955	ARO:0000034	ARO:0000026	streptogramin antibiotic		CAS:112362-50-2|CHEBI:4309|ChEMBL:CHEMBL1200937|PubChem:6323289	classified_as_antibiotic
ARO:3000675	pristinamycin IB	Pristinamycin IB is a class B streptogramin similar to pristinamycin IA, the former containing a N-methyl-4-(methylamino)phenylalanine instead of a N-methyl-4-(dimethylamino)phenylalanine in its class A streptogramin counterpart (one less methyl group).	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic	Virginiamycin S1	CHEBI:8418|PubChem:443309	classified_as_antibiotic
ARO:3000677	virginiamycin S2	Virginiamycin S2 is a streptogramin B antibiotic.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic		PubChem:101826968	classified_as_antibiotic
ARO:3000678	pristinamycin IC	Pristinamycin IC is a class B streptogramin derived from virginiamycin S1.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic	Vernamycin B gamma|Virginiamycin S1	PubChem:443310	classified_as_antibiotic
ARO:3000679	vernamycin C	Vernamycin C is a streptogramin B antibiotic.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic		PubChem:90478435	classified_as_antibiotic
ARO:3000680	patricin A	Patricin A is a streptogramin B antibiotic.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic		PubChem:13041217	classified_as_antibiotic
ARO:3000681	patricin B	Patricin B is a streptogramin B antibiotic.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic		PubChem:13041217	classified_as_antibiotic
ARO:3000682	ostreogrycin B3	Ostreogrycin B3 is a derivative of pristinamycin IA, with an additional 3-hydroxy group on its 4-oxopipecolic acid.	PMID:15700955	ARO:0000050	ARO:0000026	streptogramin antibiotic		PubChem:71751769	classified_as_antibiotic
ARO:3000683	sulfacetamide	Sulfacetamide is a very soluable sulfonamide antibiotic previously used to treat urinary tract infections. Its relatively low activity and toxicity to those with Stevens-Johnson syndrome have reduced its use and availability.	PMID:8133250	ARO:3000282	ARO:3000282	sulfonamide antibiotic		CAS:144-80-9|CHEBI:63845|ChEMBL:CHEMBL455|PubChem:5320	classified_as_antibiotic
ARO:3000684	mafenide	Mafenide is a sulfonamide used topically for treating burns.	PMID:4948236	ARO:3000282	ARO:3000282	sulfonamide antibiotic	ambamide|maphenide|sulfamylon	CAS:138-39-6|CHEBI:6633|ChEMBL:CHEMBL419|PubChem:3998	classified_as_antibiotic
ARO:3000685	arylomycin	Arylomycins are lipopeptide antibiotics, sharing a lipohexapeptide with a C-terminal tripeptide macrolide and varying by the length of its alkyl chains.	PMID:21545107	ARO:3000035	ARO:3009657	nonribosomal peptide antibiotics		PubChem:54586211	classified_as_antibiotic
ARO:3000686	thiostrepton	Thiostrepton is a cyclic peptide active against Gram-positive bacteria. It is produced by streptomyces bacteria.	PMID:5409975	ARO:3009656	ARO:3009656	ribosomally synthesized and post-translationally modified peptide antibiotics	bryamycin|thiactin	CAS:1393-48-2|CHEBI:29693|ChEMBL:CHEMBL1236460|PubChem:16129666	classified_as_antibiotic
ARO:3000688	furazolidone	Furazolidone is a nitrofuran antibiotic that is a non-ionic synthetic compound. It is taken orally and is active against many enteric pathogens. Furazolidone also has antiprotozoal activity and acts by inhibiting monoamine oxidase.	PMID:3514312	ARO:3004116	ARO:3004116	nitrofuran antibiotic	furazolidine|furoxone|nitrofurazolidone	CAS:67-45-8|CHEBI:5195|ChEMBL:CHEMBL1103|PubChem:5323714	classified_as_antibiotic
ARO:3000689	metronidazole	Metronidazole is a nitroimidazole that is active against anaerobic bacteria and protozoa. It is not effective against aerobic bacteria. Nitroimidazoles act by oxidizing DNA causing strand breaks and cell death.	PMID:8444678	ARO:3004115	ARO:3004115	nitroimidazole antibiotic	Flagyl|metronidazol	CAS:443-48-1|CHEBI:6909|ChEMBL:CHEMBL137|PubChem:4173	classified_as_antibiotic
ARO:3000690	bleomycinic acid	Bleomycinic acid is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	PMID:15700963	ARO:0000053|ARO:3000081	ARO:3000081	glycopeptide antibiotic		PubChem:2410	classified_as_antibiotic
ARO:3000691	bleomycin A2	Bleomycin A2 is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	PMID:15700963	ARO:0000053|ARO:3000081	ARO:3000081	glycopeptide antibiotic		CAS:11056-06-7|CHEBI:3139|PubChem:5460769	classified_as_antibiotic
ARO:3000692	bleomycin B2	Bleomycin B2 is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	PMID:15700963	ARO:0000053|ARO:3000081	ARO:3000081	glycopeptide antibiotic		PubChem:5496540	classified_as_antibiotic
ARO:3000693	defensin	Defensins are natural cationic peptides that have antibiotic properties. It is part of the innate immune system of plants and animals.	PMID:12949495	ARO:3000053	ARO:3000053	peptide antibiotic		CHEBI:82761|PubChem:56841867	classified_as_antibiotic
ARO:3000694	magainin	Magainins are antimicrobial peptides produced by amphibians skil cells as part of their innate immune system. It is active against a broad range of gram-negative and gram-positive bacteria, fungi and protozoa.	PMID:3277183	ARO:3000053	ARO:3000053	peptide antibiotic	megainin		
ARO:3000695	actinomycin	Actinomycins are peptide antibiotics that interact with DNA. This prevents RNA synthesis, thus preventing the production of proteins vital to the cell.	PMID:2410919	ARO:3009657	ARO:3009657	nonribosomal peptide antibiotics			
ARO:3000696	dactinomycin	Dactinomycin, also known as Actinomycin D, is a cyclic peptide antibiotic that interacts with DNA to inhibit RNA synthesis.	PMID:2410919	ARO:3000695	ARO:3009657	nonribosomal peptide antibiotics	Actinomycin D	CHEBI:27666|ChEMBL:CHEMBL1554|PubChem:457193	classified_as_antibiotic
ARO:3000697	moenomycin A1	Moenomycin A1 is a major component of moenomycin mixtures. It is produced by Streptomyces ghanaensis, S. bambergiensis, S. ederensis, and S. geysiriensis.	PMID:17117848	ARO:3000687	ARO:3000687	moenomycin antibiotic		ChEMBL:CHEMBL2367578|PubChem:15235578	classified_as_antibiotic
ARO:3000698	sulfasalazine	Sulfasalazine is a derivative of the early sulfonamide sulfapyridine (salicylazosulfapyridine). It was developed to increase water solubility and is taken orally for ulcerative colitis.	PMID:22555	ARO:3000282	ARO:3000282	sulfonamide antibiotic	salicylazosulfapyridine	CAS:599-79-1|CHEBI:9334|ChEMBL:CHEMBL421|PubChem:5339	classified_as_antibiotic
ARO:3000699	sulfamethizole	Sulfamethizole is a short-acting sulfonamide that inhibits dihydropteroate synthetase.	PMID:2372557	ARO:3000282	ARO:3000282	sulfonamide antibiotic	Urolucosil|sulfamethizol|sulphamethizole	CAS:144-82-1|CHEBI:9331|ChEMBL:CHEMBL1191|PubChem:5328	classified_as_antibiotic
ARO:3000700	lividomycin A	Lividomycin A is a pentasaccharide antibiotic which interferes with bacterial protein synthesis.	PMID:4586150|PMID:5092786	ARO:0000016|ARO:3000658	ARO:0000016	aminoglycoside antibiotic		CAS:36441-41-5|CHEBI:71961|ChEMBL:CHEMBL389029|PubChem:72394	classified_as_antibiotic
ARO:3000701	lividomycin B	Lividomycin B is a derivative of lividomycin A with a removed mannose group (demannosyllividomycin A). Livodomycins interfere with bacterial protein synthesis.	PMID:4586150|PMID:5034809	ARO:0000016|ARO:3000658	ARO:0000016	aminoglycoside antibiotic		CAS:37636-51-4|CHEBI:71962|PubChem:46174031	classified_as_antibiotic
ARO:3000704	cefalotin	Cefalotin is a semisynthetic cephalosporin antibiotic activate against staphylococci. It is resistant to staphylococci beta-lactamases but hydrolyzed by enterobacterial beta-lactamases.	PMID:7571387|PMID:14251901	ARO:3009105	ARO:0000032	cephalosporin	CEF|cephalothin	CAS:153-61-7|CHEBI:124991|ChEMBL:CHEMBL617|PubChem:6024	classified_as_antibiotic
ARO:3000707	antibiotic mixture	Mixtures of antibiotics are commonly used clinically. These mixtures link to antibiotic molecules that are also listed in their respective families under antibiotic molecules. i.e. 'Gramicidin A' is part of the mixture 'gramicidin D', while 'Gramicidin A' is also a 'gramicidin', which is a 'peptide antibiotic'.		ARO:1000003					
ARO:3000758	fosmidomycin	Fosmidomycin is an inhibitor of 1-deoxy-D-xylulose 5-phosphate reductoisomerase, an enzyme in the non-mevalonate pathway for isoprenoid synthesis. It is active against enterobacteria, but not against Gram-positive bacteria or anaerobes.	PMID:10477522	ARO:3007149	ARO:3007149	phosphonic acid antibiotic		CAS:66508-53-0|CHEBI:443725|ChEMBL:CHEMBL203125|PubChem:572	classified_as_antibiotic
ARO:3000759	fusidic acid	Fusidic acid is the only commercially available fusidane, a group of steroid-like antibiotics. It is most active against Gram-positive bacteria, and acts by inhibiting elongation factor G to block protein synthesis.	PMID:7730233|PMID:17980694	ARO:3007153	ARO:3007153	fusidane antibiotic	fucidin	CAS:6990-06-3|CHEBI:29013|ChEMBL:CHEMBL374975|PubChem:3000226	classified_as_antibiotic
ARO:3000760	cycloserine	Cycloserine is an anti-mycobacterial agent, and is active against enterobacteria, streptococci, M. tuberculosis, Staphylococcus aureus, and many Gram-negative and Gram-positive bacteria. It inhibits cell wall biosynthesis.	PMID:4555420|PMID:14479178	ARO:3007154	ARO:3007154	cycloserine-like antibiotic		CAS:68-41-7|CHEBI:40009|ChEMBL:CHEMBL771|PubChem:6234	classified_as_antibiotic
ARO:3000761	mecillinam	Mecillinam is a broad-spectrum beta-lactam antibiotic that was semi-synthetically derived to have a different drug centre, being a 6-alpha-amidinopenicillanate instead of a 6-alpha-acylaminopenicillanate. Contrasting most beta-lactam drugs, mecillinam is most active against Gram-negative bacteria. It binds specifically to penicillin binding protein 2 (PBP2).	PMID:6310995	ARO:3009123	ARO:3000008	penicillin beta-lactam	Selexid|Selexidin|amdinocillin	CAS:32887-01-7|CHEBI:51208|ChEMBL:CHEMBL530|PubChem:36273	classified_as_antibiotic
ARO:3000762	pefloxacin	Pefloxacin is structurally and functionally similar to norfloxacin. It is poorly active against mycobacteria, while anaerobes are resistant.	PMID:2663414	ARO:0000001	ARO:0000001	fluoroquinolone antibiotic		CAS:70458-92-3|CHEBI:50199|ChEMBL:CHEMBL267648|PubChem:51081	classified_as_antibiotic
ARO:3000767	avoparcin	Avoparcin is a glycopeptide antibiotic that is an analog of vancomycin. It was formally used to treat animals, but has since been banned because of its selection for vancomycin-resistant enterococci.	PMID:2532132|PMID:9458981	ARO:3000081	ARO:3000081	glycopeptide antibiotic		CHEBI:221101|ChEMBL:CHEMBL2108224|PubChem:16132294	classified_as_antibiotic
ARO:3000867	oleandomycin	Oleandomycin is a 14-membered macrolide produced by Streptomyces antibioticus. It is ssimilar to erythromycin, and contains a desosamine amino sugar and an oleandrose sugar. It targets the 50S ribosomal subunit to prevent protein synthesis.	PMID:13425352	ARO:0000000	ARO:0000000	macrolide antibiotic	Amimycin|Matromycin	CAS:3922-90-5|CHEBI:16869|ChEMBL:CHEMBL606258|PubChem:72493	classified_as_antibiotic
ARO:3000870	triclosan	Triclosan is a common antibacterial agent added to many consumer products as a biocide. It is an inhibitor of fatty acid biosynthesis by blocking enoyl-carrier protein reductase (FabI).	PMID:19768684|PMID:10196195	ARO:3005386	ARO:3005386	disinfecting agents and antiseptics		CAS:3380-34-5|CHEBI:164200|ChEMBL:CHEMBL849|PubChem:5564	classified_as_antibiotic
ARO:3001220	factumycin	Factumycin is a kirromycin-like antibiotic produced by Kitasatospora setae and Streptomyces strains. Its biosynthetic cluster has been characterized which has interesting acetyl transferase domains in trans, or outside of the polyketide synthase domains. Factumycin has specific, rather than broad spectrum, antibacterial properties, especially targeting various Acinetobacter baumanii strains.	PMID:7166535	ARO:3001310	ARO:3001219	elfamycin antibiotic		CHEBI:216503|ChEMBL:CHEMBL3218567|PubChem:135410114	classified_as_antibiotic
ARO:3001221	josamycin	A macrolide antibiotic from Streptomyces narbonensis subsp. josamyceticus. The drug has antimicrobial activity against a wide spectrum of pathogens.	PMID:5482762	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:16846-24-5|CHEBI:31739|ChEMBL:CHEMBL224436|PubChem:5284579	classified_as_antibiotic
ARO:3001222	chalcomycin	Produced by Streptomyces bikiniensis.	DOI:10.1139/m63-088	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:20283-48-1|CHEBI:80016|ChEMBL:CHEMBL4076923|PubChem:6436271	classified_as_antibiotic
ARO:3001223	midecamycin	Produced by Streptomyces mycarofaciens.	PMID:5581351	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:35457-80-8|CHEBI:31845|ChEMBL:CHEMBL1908336|PubChem:5282169	classified_as_antibiotic
ARO:3001224	mycinamicin	Produced by Micromonospora griseorubida.	PMID:7410205	ARO:0000000	ARO:0000000	macrolide antibiotic		CHEBI:63276|PubChem:6447311	classified_as_antibiotic
ARO:3001225	megalomycin	Produced by Micromonospora megalomicia.	PMID:5810991	ARO:0000000	ARO:0000000	macrolide antibiotic		ChEMBL:CHEMBL3990195|PubChem:474871	classified_as_antibiotic
ARO:3001226	narbomycin	Produced by Streptomyces narbonensis.	PMID:1133401|PMID:5439233	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:6036-25-5|CHEBI:29649|ChEMBL:CHEMBL1999880|PubChem:5282036	classified_as_antibiotic
ARO:3001227	kitasamycin	Kitasamycin is a macrolide antibiotic and is produced by Streptoverticillium kitasatoense. The drug has antimicrobial activity against a wide spectrum of pathogens.	PMID:1838760	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:16846-24-5|CHEBI:31739|ChEMBL:CHEMBL2106399|PubChem:5282189	classified_as_antibiotic
ARO:3001228	carbomycin	Produced by Streptomyces halstedii and Streptomyces thermotolerans.	PMID:24542077	ARO:0000000	ARO:0000000	macrolide antibiotic		ChEMBL:CHEMBL3989435|PubChem:5287879	classified_as_antibiotic
ARO:3001229	rosaramicin	Produced by Micromonospora rosaria.	PMID:475368	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:35834-26-5|CHEBI:87084|ChEMBL:CHEMBL8965|PubChem:6537204	classified_as_antibiotic
ARO:3001230	niddamycin	Produced by Streptomyces caelestis.	PMID:13955393	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:20283-69-6|CHEBI:31908|PubChem:6440864	classified_as_antibiotic
ARO:3001231	celesticetin	Produced by Streptomyces caelestis, which also produces the macrolide niddamycin.	PMID:5638307	ARO:0000017	ARO:0000017	lincosamide antibiotic		CAS:2520-21-0|CHEBI:156421|PubChem:220087	classified_as_antibiotic
ARO:3001232	methymycin	Produced by Streptomyces venezuelae ATCC 15439.	PMID:19830295|PMID:5439234	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:497-72-3|CHEBI:29630|ChEMBL:CHEMBL489347|PubChem:5282034	classified_as_antibiotic
ARO:3001233	pikromycin	Produced by Streptomyces venezuelae ATCC 15439.	PMID:14862824	ARO:0000000	ARO:0000000	macrolide antibiotic		CAS:19721-56-3|CHEBI:29665|PubChem:5282037	classified_as_antibiotic
ARO:3001234	kirromycin	Kirromycin, also known as mocimycin, is the representative molecule of its own class of elfamycins which is composed of more than 10 analogs. Kirromycin binds to the domain 1,2 interface of elongation factor Tu. This interaction maintains the EF-Tu*GTP conformation even after GTP is hydrolyzed to GDP. EF-Tu*GDP normally releases aa-tRNA and then exits the ribosome; however, kirromycin*EF-Tu*GDP*aa-tRNA forms a strong complex and remains bound to the ribosome, prohibits translocation of the peptide chain and translation is halted.	PMID:4373734|PMID:2499247|PMID:3904612|PMID:3356609|PMID:9043138|PMID:337296|PMID:7925958	ARO:3001310	ARO:3001219	elfamycin antibiotic	mocimycin	CAS:50935-71-2|CHEBI:190786|ChEMBL:CHEMBL4297102|PubChem:135452521	classified_as_antibiotic
ARO:3001235	aurodox	Aurodox is an elongation factor Tu inhibiting antibiotic. It was first referred to as X-5108. It is produced by Streptomyces goldiniensis var. goldiniensis and is active primarily against gram-positive bacteria.	PMID:4781274	ARO:3001310	ARO:3001219	elfamycin antibiotic	antibiotic X-5108|goldinodox|goldinomycin|mocimycin	CHEBI:201478|ChEMBL:CHEMBL3221419|PubChem:135509117	classified_as_antibiotic
